1.000000 0.000000 0.000000
2.000000 0.000000 0.000000
3.000000 0.000030 0.000000
4.000000 0.001655 0.000000
5.000000 0.002131 0.000000
6.000000 0.023777 0.000000
7.000000 0.048962 0.185640
8.000000 0.176498 0.614260
9.000000 0.708726 1.980297
9.500000 1.360518 3.257524
